,eye_color,face_color
cs10712978142908575256.png,2.0,2.0
cs1072245292308565563.png,0.0,7.0
cs10747165331101521429.png,1.0,3.0
cs10750649363123002191.png,0.0,7.0
cs10774839242107792618.png,4.0,6.0
cs10777767702549825540.png,3.0,9.0
cs10782816507454434134.png,0.0,1.0
cs10785681418772095892.png,0.0,3.0
cs10792961572737258489.png,1.0,8.0
cs10794207668553781101.png,4.0,5.0
cs10795829840174366690.png,2.0,9.0
cs10806497998130353482.png,1.0,2.0
cs10810614669342501111.png,0.0,7.0
cs10822516984556560558.png,0.0,0.0
cs10825919446093507318.png,4.0,5.0
cs10829704731013736111.png,3.0,6.0
cs10830338302140941246.png,3.0,9.0
cs10830727196030317620.png,4.0,5.0
cs108402147894320174.png,1.0,1.0
cs10844495888005755021.png,4.0,7.0
cs10863446737347646538.png,3.0,10.0
cs10864141120678181379.png,1.0,9.0
cs10864204819173718779.png,0.0,4.0
cs10878810489207127285.png,3.0,10.0
cs10881598524291516112.png,2.0,7.0
cs10891470105669534149.png,3.0,8.0
cs10891957017001826369.png,0.0,9.0
cs10898867673649820055.png,0.0,4.0
cs10899406089504615146.png,4.0,5.0
cs10907151380698170289.png,4.0,9.0
cs10922638363573270869.png,4.0,3.0
cs10930125564994550312.png,4.0,1.0
cs10934197877149756906.png,2.0,10.0
cs10936474578844276197.png,2.0,10.0
cs10938337601638037764.png,4.0,8.0
cs1094112450759217383.png,0.0,1.0
cs10949512523582174674.png,0.0,3.0
cs10967291340246930211.png,1.0,10.0
cs10973467415847271180.png,0.0,10.0
cs10987335110926617930.png,0.0,0.0
cs1098831057994554662.png,3.0,7.0
cs10991355428558730732.png,4.0,10.0
cs10999097431942008591.png,2.0,5.0
cs10999777785730582034.png,1.0,5.0
cs11000988085254087492.png,1.0,4.0
cs11010328505229491355.png,0.0,3.0
cs11023590665802870255.png,2.0,7.0
cs11025435285963644145.png,2.0,0.0
cs11030757117867391065.png,4.0,7.0
cs11069857615053641736.png,3.0,1.0
cs11076216362514554498.png,4.0,9.0
cs11080281430127040597.png,0.0,2.0
cs11081118968978144612.png,1.0,0.0
cs11084239463861135758.png,2.0,8.0
cs11086988489628123066.png,2.0,8.0
cs11087308018918608670.png,3.0,8.0
cs11092262976882868015.png,2.0,5.0
cs11092489068658820288.png,0.0,5.0
cs11114664157763164608.png,3.0,10.0
cs11118272605837754972.png,3.0,8.0
cs11126579198544594328.png,2.0,10.0
cs11128325090516464854.png,4.0,1.0
cs11131138722323947780.png,4.0,6.0
cs11133066143775655628.png,0.0,9.0
cs11138291360781717539.png,3.0,2.0
cs11145956767234892151.png,1.0,9.0
cs11147303655251324759.png,4.0,10.0
cs11154891926103711212.png,2.0,7.0
cs11155008765790395095.png,3.0,4.0
cs11157066228214030694.png,3.0,9.0
cs11170633694117073853.png,1.0,2.0
cs11176601286595187442.png,0.0,10.0
cs11182486249637528496.png,2.0,5.0
cs11184311269479975282.png,2.0,7.0
cs11190715996089685533.png,4.0,4.0
cs11209854569325283194.png,0.0,7.0
cs11217885736391092330.png,3.0,3.0
cs11218839700037360488.png,4.0,0.0
cs11230365489772654098.png,4.0,0.0
cs11235145664459403691.png,4.0,9.0
cs11242000068384442210.png,3.0,9.0
cs1124413698913508742.png,1.0,4.0
cs11255290735347100260.png,3.0,1.0
cs11268025141129217632.png,2.0,2.0
cs11274578412383807610.png,2.0,7.0
cs11289008285686246921.png,0.0,6.0
cs11301416473270918931.png,2.0,9.0
cs11301660362944411136.png,4.0,8.0
cs11307115006584214620.png,4.0,1.0
cs11309727552826172658.png,4.0,4.0
cs11312477056278235464.png,3.0,2.0
cs11324450859112276723.png,4.0,1.0
cs11331526161561073386.png,2.0,10.0
cs11344161567926813406.png,4.0,6.0
cs11345365249232142128.png,3.0,3.0
cs11351559265808138954.png,1.0,4.0
cs11351850980381880394.png,3.0,2.0
cs1136302450303608450.png,4.0,2.0
cs11374439260537422671.png,2.0,8.0
cs11375204304045493997.png,3.0,0.0
cs11379340135126119738.png,4.0,3.0
cs11380561441576779822.png,0.0,10.0
cs11380568546339099320.png,0.0,2.0
cs11385766627408421941.png,3.0,4.0
cs11389115714333816372.png,3.0,6.0
cs11396804336526487011.png,4.0,0.0
cs11399813841720161493.png,1.0,4.0
cs11407700772817557635.png,1.0,1.0
cs11413487761019006814.png,0.0,4.0
cs11419882709854988718.png,1.0,10.0
cs1142306659570544151.png,1.0,5.0
cs11423421665765124847.png,1.0,4.0
cs11428071145101365563.png,4.0,7.0
cs11428410407419613128.png,3.0,6.0
cs11431768712929204644.png,2.0,8.0
cs11441926890945437461.png,2.0,4.0
cs11444260148311487518.png,1.0,3.0
cs11445555515688600568.png,2.0,4.0
cs11457806038719473153.png,3.0,0.0
cs11463244793405582859.png,0.0,4.0
cs11472613624996155194.png,0.0,5.0
cs11494657127895636130.png,3.0,0.0
cs11496839623386988994.png,1.0,5.0
cs11497974948794603242.png,3.0,9.0
