,eye_color,face_color
0/cs12613193086111665684.png,4.0,5.0
0/cs1270382851881713932.png,2.0,3.0
0/cs1282947043526109458.png,2.0,4.0
0/cs12429662247353110339.png,2.0,3.0
0/cs11531247329246508156.png,4.0,3.0
0/cs12432586101152919714.png,2.0,10.0
0/cs12741204747633735911.png,2.0,2.0
0/cs1249322250943360469.png,4.0,9.0
0/cs12393385525713642695.png,4.0,5.0
0/cs12051227707222840702.png,2.0,6.0
0/cs12961233859086455173.png,4.0,5.0
0/cs12258648595490929173.png,1.0,7.0
0/cs11936434177067684178.png,4.0,8.0
0/cs12056246921878260645.png,4.0,4.0
0/cs11725256350956806088.png,2.0,4.0
0/cs12186754838040938240.png,0.0,9.0
0/cs12841376674763269738.png,2.0,1.0
0/cs11694126860612063144.png,0.0,2.0
0/cs11690736306333369194.png,1.0,1.0
0/cs12368952330595767144.png,4.0,1.0
0/cs12314641204090749086.png,0.0,1.0
0/cs12162327261863665740.png,2.0,10.0
0/cs1271554328206453704.png,1.0,2.0
0/cs12681012085559503046.png,3.0,9.0
0/cs12606848811541766898.png,1.0,9.0
0/cs12780390769481662556.png,1.0,5.0
0/cs12620642060915716616.png,4.0,10.0
0/cs12998482450021218949.png,2.0,9.0
0/cs12643012123853882330.png,1.0,4.0
0/cs12846331726020349692.png,2.0,5.0
0/cs12765226285877464905.png,2.0,4.0
0/cs12691580301761754559.png,0.0,2.0
0/cs12295880705713161120.png,0.0,4.0
0/cs12086823515365611349.png,4.0,3.0
0/cs11799263732673891226.png,1.0,8.0
0/cs1300577729877487775.png,0.0,1.0
0/cs12937294704560616032.png,0.0,6.0
0/cs11762324509958071043.png,4.0,2.0
0/cs11763819144946305461.png,2.0,6.0
0/cs11575166463471330895.png,0.0,1.0
0/cs12254286891939108520.png,0.0,5.0
0/cs11950513555110571902.png,3.0,5.0
0/cs12209450899193524937.png,0.0,3.0
0/cs1262546637748950095.png,4.0,1.0
0/cs11622402475569047959.png,0.0,9.0
0/cs1213347822195651467.png,4.0,4.0
0/cs12841091861768632871.png,4.0,2.0
0/cs11775208947774502902.png,1.0,7.0
0/cs12435834915565877237.png,2.0,10.0
0/cs11575253547302612502.png,1.0,8.0
0/cs12173589954896478804.png,1.0,9.0
0/cs11645071948236307217.png,3.0,7.0
0/cs12315653887403737500.png,1.0,2.0
0/cs11782958174030424385.png,0.0,5.0
0/cs12727657323662769593.png,3.0,7.0
0/cs11591965363293153969.png,2.0,9.0
0/cs12837354824818537618.png,3.0,1.0
0/cs11849674135361897185.png,3.0,7.0
0/cs12923305561298280491.png,2.0,7.0
0/cs12027581388959727998.png,0.0,10.0
0/cs11685401701017776099.png,3.0,5.0
0/cs1269299581457602790.png,0.0,3.0
0/cs12355931962463380590.png,0.0,3.0
0/cs1202537189495027247.png,1.0,9.0
0/cs12626404592020077489.png,0.0,0.0
0/cs11710233639960797537.png,3.0,4.0
0/cs12540469529021088207.png,1.0,5.0
0/cs12464339850341904323.png,2.0,10.0
0/cs12737010552386300923.png,4.0,6.0
0/cs11520458138820377998.png,2.0,8.0
0/cs11797403523219232442.png,1.0,5.0
0/cs12429765664738020417.png,1.0,1.0
0/cs1170697259504725403.png,2.0,1.0
0/cs12381802176708081317.png,4.0,1.0
0/cs12468123365289460359.png,0.0,6.0
0/cs12147020577899611514.png,2.0,0.0
0/cs11960846176128230522.png,2.0,3.0
0/cs11706444930167370534.png,3.0,2.0
0/cs11550246070675862089.png,2.0,6.0
0/cs11947695953192246016.png,2.0,5.0
0/cs12982950524550487730.png,0.0,9.0
0/cs12442043328232306655.png,3.0,8.0
0/cs11582906976031924312.png,4.0,1.0
0/cs12320858145523508098.png,0.0,9.0
0/cs11625926988274885719.png,4.0,4.0
0/cs12376181091594930738.png,0.0,9.0
0/cs12594650423857137573.png,1.0,5.0
0/cs11925277876286877505.png,2.0,3.0
0/cs12616943626027537899.png,0.0,7.0
0/cs11688098173151829227.png,0.0,6.0
0/cs12385068626432961723.png,2.0,5.0
0/cs12769261725142518191.png,4.0,9.0
0/cs1153436395302151234.png,4.0,3.0
0/cs1218615679626211847.png,2.0,10.0
0/cs11512260660733692941.png,4.0,0.0
0/cs12071686745435897179.png,2.0,9.0
0/cs12702350600909559934.png,4.0,8.0
0/cs12082417340886176963.png,0.0,0.0
0/cs12341828759704420508.png,2.0,4.0
0/cs12042192217703235025.png,0.0,5.0
0/cs11514024285076732193.png,4.0,8.0
0/cs12822048113941916789.png,1.0,2.0
0/cs11750908986766786619.png,1.0,0.0
0/cs11747103475556185346.png,2.0,3.0
0/cs12480506259426447008.png,1.0,2.0
0/cs12375027556803861954.png,4.0,5.0
0/cs12715611959659555481.png,0.0,5.0
0/cs12478263847898341396.png,4.0,1.0
0/cs12106846548288190697.png,2.0,7.0
0/cs12984988205794591058.png,1.0,8.0
0/cs12670210486521484077.png,0.0,0.0
0/cs11704498690051918082.png,4.0,7.0
0/cs12289327674239090315.png,1.0,0.0
0/cs11752183875215116049.png,4.0,2.0
0/cs12553192549914389521.png,4.0,2.0
0/cs12579154387448483844.png,1.0,4.0
0/cs1280123493562908629.png,4.0,0.0
0/cs12088907951989716738.png,1.0,8.0
0/cs12503548986816893155.png,2.0,8.0
0/cs1262483208246485319.png,4.0,0.0
0/cs12107533584363932224.png,0.0,4.0
0/cs11632027207021605372.png,3.0,5.0
0/cs12002720484650454758.png,4.0,0.0
0/cs12144813709972634176.png,0.0,0.0
0/cs12679463054413569615.png,4.0,7.0
0/cs12162367238654777040.png,1.0,10.0
0/cs12415222082638401298.png,4.0,7.0
0/cs12066578630030367078.png,4.0,5.0
0/cs11952779874937132941.png,4.0,9.0
0/cs12922818090559406342.png,4.0,8.0
0/cs12585707812051664556.png,1.0,6.0
0/cs1260828335535167332.png,0.0,0.0
0/cs12023599008897026931.png,2.0,0.0
0/cs12076076585171389216.png,1.0,10.0
0/cs11944440954884133943.png,3.0,2.0
0/cs12287129220461669206.png,0.0,6.0
0/cs11567051138034643160.png,2.0,5.0
0/cs11777196644754434272.png,1.0,6.0
0/cs1276336955496291494.png,4.0,3.0
0/cs12921760043064355963.png,3.0,5.0
0/cs11804785823278942982.png,0.0,1.0
0/cs12986772208308880066.png,0.0,0.0
0/cs11660516977178891380.png,1.0,3.0
0/cs12879689863170442025.png,4.0,9.0
0/cs1202730576425406446.png,4.0,9.0
0/cs11731588906703680905.png,0.0,9.0
0/cs12208548223251791265.png,1.0,4.0
0/cs11882369399993899347.png,0.0,5.0
0/cs12059000838952992762.png,3.0,5.0
0/cs12308328610968521506.png,4.0,10.0
0/cs11918047879649847016.png,2.0,6.0
0/cs12631616645440973021.png,4.0,8.0
0/cs11743553912328327642.png,3.0,5.0
0/cs12452748885736026539.png,1.0,7.0
0/cs11925216399835349930.png,1.0,1.0
0/cs12908266798924563256.png,3.0,7.0
0/cs11683341078979522079.png,2.0,5.0
0/cs11938443837833725146.png,1.0,2.0
0/cs12602657873080708285.png,1.0,6.0
0/cs11812335462415059998.png,0.0,0.0
0/cs1265458350060106398.png,2.0,8.0
0/cs11961076587049634545.png,0.0,7.0
0/cs12423613116670089342.png,0.0,6.0
0/cs11843927862388781378.png,4.0,4.0
0/cs12090522371172064114.png,0.0,3.0
0/cs11959046885149114368.png,1.0,3.0
0/cs12351841193907275736.png,3.0,5.0
0/cs12917050272085660281.png,0.0,5.0
0/cs12714215317457983051.png,3.0,0.0
0/cs13006309832389618725.png,4.0,3.0
0/cs12779544444060502394.png,0.0,8.0
0/cs12053644744460889218.png,3.0,1.0
0/cs12047438768441053010.png,2.0,3.0
0/cs12669126724953802675.png,2.0,3.0
0/cs12546969009768065146.png,3.0,0.0
0/cs12917796017517778389.png,1.0,8.0
0/cs11804824117594411699.png,2.0,6.0
0/cs11818777466870039146.png,3.0,8.0
0/cs12586110611803546092.png,0.0,10.0
0/cs12822729112944222129.png,4.0,10.0
0/cs12415724913036140925.png,0.0,8.0
0/cs11518652411867618644.png,3.0,5.0
0/cs1226872524203775461.png,2.0,8.0
0/cs12717128727978922797.png,1.0,6.0
0/cs11529590767508182921.png,2.0,6.0
0/cs12935987335015042362.png,2.0,8.0
0/cs12370316929612760328.png,0.0,5.0
0/cs11620420870136800773.png,4.0,3.0
0/cs13003384581531684057.png,1.0,0.0
0/cs129892030737942875.png,4.0,7.0
0/cs11765397234033930533.png,4.0,10.0
0/cs11995025698124541427.png,3.0,10.0
0/cs12685003319969134972.png,3.0,7.0
0/cs12270424591471234948.png,2.0,6.0
0/cs11986963392171801541.png,2.0,3.0
0/cs12766884386784674717.png,4.0,0.0
0/cs12514029917779078069.png,2.0,3.0
0/cs12003501851858564103.png,1.0,6.0
0/cs12353187926981924515.png,1.0,2.0
0/cs12505368327509786777.png,0.0,1.0
0/cs12970977821208706089.png,3.0,5.0
0/cs11737614002811193378.png,2.0,2.0
0/cs11958307192345975334.png,2.0,0.0
0/cs11656442726447135459.png,3.0,8.0
0/cs11777033993173914182.png,2.0,6.0
0/cs12431271415196611091.png,3.0,1.0
0/cs12959260919882742426.png,2.0,2.0
0/cs11821066946723089139.png,4.0,6.0
0/cs11955103726224097026.png,1.0,6.0
0/cs12319169895088358950.png,4.0,2.0
0/cs12358286854650791891.png,1.0,1.0
0/cs11725543439844692731.png,3.0,3.0
0/cs11805196037542631788.png,3.0,4.0
0/cs12016620443641080507.png,3.0,5.0
0/cs12773392087121957565.png,3.0,1.0
0/cs12912623848170961068.png,1.0,6.0
0/cs11993969237848987724.png,4.0,5.0
0/cs12860383401870724937.png,3.0,0.0
0/cs11636844778879143702.png,3.0,10.0
0/cs12829670123789349988.png,0.0,6.0
0/cs12621977938252457657.png,2.0,2.0
0/cs1180280660658655717.png,1.0,9.0
0/cs12413116906642933633.png,1.0,4.0
0/cs12072992530127889620.png,2.0,9.0
0/cs13008422702356434430.png,0.0,7.0
0/cs12870550365413128816.png,4.0,2.0
0/cs11526565178138168427.png,3.0,0.0
0/cs12828486112358342.png,3.0,1.0
0/cs12748879254231866647.png,4.0,2.0
5/cs3727508579393513966.png,3.0,0.0
5/cs263062799391380986.png,3.0,0.0
5/cs2700498973029200556.png,2.0,5.0
5/cs3875650926993936472.png,2.0,1.0
5/cs3588602650099465827.png,0.0,8.0
5/cs3663851220915465000.png,2.0,10.0
5/cs3449231890111983695.png,0.0,8.0
5/cs3196989829890219120.png,4.0,6.0
5/cs3649162041756351294.png,4.0,1.0
5/cs3058395482595267510.png,1.0,8.0
5/cs3894664316944080271.png,2.0,4.0
5/cs2864325715692831306.png,3.0,4.0
5/cs3723238018242262027.png,3.0,10.0
5/cs3503652227930493932.png,2.0,7.0
5/cs3602794224971568316.png,1.0,6.0
5/cs3470690263002510896.png,2.0,8.0
5/cs2973656546509559657.png,3.0,9.0
5/cs3649611897007581147.png,0.0,6.0
5/cs3581060966442299582.png,1.0,5.0
5/cs3535575939891767012.png,3.0,2.0
5/cs3692229283187108943.png,0.0,6.0
5/cs3652783114894808927.png,0.0,9.0
5/cs3116696329979877501.png,3.0,3.0
5/cs2560492411998841337.png,2.0,2.0
5/cs2737499376661607353.png,3.0,9.0
5/cs3943598449021673156.png,1.0,4.0
5/cs3672275921153712372.png,0.0,1.0
5/cs3254988187897411269.png,0.0,8.0
5/cs2993672316380787247.png,0.0,9.0
5/cs3818314104600497207.png,1.0,2.0
5/cs3067772861035745710.png,4.0,1.0
5/cs2454391973862569784.png,0.0,4.0
5/cs3235209868755853307.png,2.0,7.0
5/cs3155049782869776315.png,4.0,9.0
5/cs3145224094745770215.png,3.0,4.0
5/cs2614426942660924969.png,3.0,6.0
5/cs2549156541909761225.png,4.0,10.0
5/cs3258506262533350443.png,4.0,9.0
5/cs3506008519650750980.png,0.0,10.0
5/cs3132364260105656065.png,2.0,10.0
5/cs3455645336489824558.png,1.0,4.0
5/cs3585521003435588529.png,2.0,9.0
5/cs3111309724210159394.png,3.0,6.0
5/cs3033847915304497918.png,3.0,4.0
5/cs275202343978934361.png,2.0,1.0
5/cs331605508229500916.png,4.0,8.0
5/cs3406785744550508939.png,0.0,1.0
5/cs3468819416478488538.png,0.0,9.0
5/cs3248553063437961757.png,2.0,10.0
5/cs3486117284403708453.png,3.0,9.0
5/cs3100491316790756921.png,0.0,1.0
5/cs2810829567528670620.png,3.0,6.0
5/cs2813323465752448751.png,0.0,0.0
5/cs371615470347565627.png,2.0,9.0
5/cs3568183062725607870.png,0.0,6.0
5/cs3751915305858906126.png,4.0,8.0
5/cs3031974670576997732.png,2.0,8.0
5/cs2486280583424217680.png,1.0,7.0
5/cs332659718089480580.png,3.0,5.0
5/cs2515266441264532374.png,3.0,3.0
5/cs3699637438716990752.png,4.0,4.0
5/cs3330746268158104037.png,2.0,6.0
5/cs3295739969423442625.png,2.0,4.0
5/cs2766934515922001645.png,3.0,2.0
5/cs2843801707203171360.png,1.0,0.0
5/cs3924109737105084231.png,3.0,4.0
5/cs3643962597956931748.png,1.0,10.0
5/cs3660507467842386433.png,2.0,1.0
5/cs3650863541704169358.png,0.0,8.0
5/cs2448825519046994883.png,1.0,7.0
5/cs3715822183619001840.png,3.0,7.0
5/cs3841139815184194718.png,0.0,5.0
5/cs336520099157742586.png,1.0,8.0
5/cs3822986450320978971.png,3.0,8.0
5/cs268017277179617617.png,1.0,7.0
5/cs2611248887202856551.png,2.0,1.0
5/cs2945846288632900745.png,0.0,4.0
5/cs2594609890961804617.png,0.0,0.0
5/cs3107124595096221977.png,1.0,10.0
5/cs2737682210878825335.png,2.0,2.0
5/cs3594671731489488108.png,4.0,6.0
5/cs3169617252546961941.png,2.0,10.0
5/cs3574733950410368022.png,3.0,4.0
5/cs2778950464374053039.png,2.0,5.0
5/cs2893463814369597568.png,0.0,7.0
5/cs3571151503646266779.png,3.0,1.0
5/cs2615204698289132052.png,0.0,1.0
5/cs3625340306361815330.png,2.0,3.0
5/cs2803510990761846028.png,3.0,4.0
5/cs2966446755068592676.png,0.0,5.0
5/cs2788564237716944331.png,2.0,3.0
5/cs3353623937274727860.png,1.0,6.0
5/cs246491781913286047.png,3.0,3.0
5/cs392318597170072996.png,4.0,4.0
5/cs3401676534853223826.png,1.0,3.0
5/cs3536640522728318919.png,2.0,0.0
5/cs2559644628511964250.png,2.0,6.0
5/cs2825078344382029038.png,2.0,5.0
5/cs3361915334057809026.png,1.0,7.0
5/cs3861600946313156391.png,0.0,4.0
5/cs3100836907216263093.png,1.0,3.0
5/cs3033132191572999075.png,2.0,0.0
5/cs3108750495322858110.png,4.0,0.0
5/cs2920792361015563489.png,4.0,3.0
5/cs2461698742663833733.png,4.0,1.0
5/cs2806098734389614789.png,2.0,8.0
5/cs2644665832496953398.png,1.0,10.0
5/cs3784445896006831980.png,4.0,10.0
5/cs2934572191903760781.png,1.0,5.0
5/cs3855265324580136715.png,0.0,5.0
5/cs2836845566747112748.png,4.0,0.0
5/cs2815696858492637596.png,4.0,7.0
5/cs3288330052925708370.png,4.0,3.0
5/cs3173693968060530404.png,2.0,1.0
5/cs3276588546981980218.png,0.0,4.0
5/cs3602308763505779412.png,3.0,9.0
5/cs3511663334946195123.png,2.0,5.0
5/cs3287698992320561951.png,2.0,2.0
5/cs2549341473341322127.png,3.0,0.0
5/cs2714409432961833321.png,1.0,2.0
5/cs3508915957415036910.png,0.0,9.0
5/cs2652822079086046592.png,1.0,6.0
5/cs2743503113524612221.png,2.0,8.0
5/cs3533952616224885149.png,3.0,6.0
5/cs3724763859231122579.png,2.0,7.0
5/cs2563556573129510972.png,1.0,2.0
5/cs356431374493513197.png,2.0,3.0
5/cs2541781131120121349.png,4.0,7.0
5/cs388407052841334357.png,1.0,0.0
5/cs3039182343019762445.png,3.0,3.0
5/cs3520831216989990007.png,0.0,6.0
5/cs308569135107309730.png,2.0,10.0
5/cs3848524755020066300.png,2.0,1.0
5/cs3235512215465909846.png,3.0,5.0
5/cs3946986007064666871.png,3.0,10.0
5/cs2775058699283018880.png,2.0,6.0
5/cs3820258023798925187.png,0.0,6.0
5/cs26239445833993298.png,0.0,10.0
5/cs3040001335821060904.png,2.0,5.0
5/cs390383042416515573.png,2.0,10.0
5/cs2811357721376783010.png,3.0,3.0
5/cs3693913851926014436.png,2.0,3.0
5/cs3190627822837202797.png,0.0,2.0
5/cs3079266268397099896.png,2.0,6.0
5/cs2906503505215153071.png,1.0,6.0
5/cs2552817530970775170.png,1.0,0.0
5/cs315685106177477059.png,2.0,0.0
5/cs3072939327436186947.png,1.0,10.0
5/cs3653271301698979404.png,1.0,0.0
5/cs2712243396547130600.png,0.0,9.0
5/cs372201051746063441.png,1.0,0.0
5/cs3405015614319628319.png,4.0,9.0
5/cs3505274943966182803.png,1.0,6.0
5/cs3079824476933543840.png,4.0,10.0
5/cs3547516026904518285.png,0.0,7.0
5/cs2529640836446353972.png,2.0,3.0
5/cs2646133882961667799.png,0.0,9.0
5/cs3170289303896932264.png,4.0,3.0
5/cs2772164508038750138.png,0.0,7.0
5/cs2896739665770082910.png,3.0,9.0
5/cs3448009192852980346.png,2.0,0.0
5/cs3424686115303208501.png,1.0,0.0
5/cs2591202022812354605.png,0.0,10.0
5/cs3928683744040498204.png,1.0,7.0
5/cs2878127484530071380.png,2.0,0.0
5/cs2503422099903872525.png,1.0,7.0
5/cs3292374891273552264.png,4.0,5.0
5/cs3136334891006299486.png,2.0,9.0
5/cs2642397051626100751.png,0.0,1.0
5/cs2462156390748722107.png,3.0,3.0
5/cs3549931956708601303.png,1.0,7.0
5/cs3360613413527750483.png,3.0,5.0
5/cs3825814588361906895.png,1.0,9.0
5/cs2682324800382640987.png,4.0,10.0
5/cs3622614044010552360.png,3.0,0.0
5/cs2573233449841916679.png,1.0,9.0
5/cs2957839574771940373.png,0.0,5.0
5/cs2586274904478927274.png,3.0,10.0
5/cs3937887167517512006.png,1.0,4.0
5/cs3950901131461176545.png,3.0,8.0
5/cs354901657574907593.png,0.0,10.0
5/cs2812073791168806715.png,4.0,7.0
5/cs3809149044206791506.png,3.0,10.0
5/cs273244930369668673.png,1.0,10.0
5/cs3715772570180347020.png,1.0,1.0
5/cs3602636444626410326.png,4.0,2.0
5/cs3913883730744674362.png,2.0,8.0
5/cs3107065816022739173.png,4.0,7.0
5/cs3063224495399530769.png,2.0,8.0
5/cs2855776516910441587.png,3.0,8.0
5/cs3477729338769444990.png,4.0,6.0
5/cs3330796012026538772.png,4.0,4.0
5/cs3219652859437819361.png,2.0,0.0
5/cs3682160507458070700.png,1.0,7.0
5/cs2876627780924384037.png,4.0,0.0
5/cs3178207249477114815.png,2.0,10.0
5/cs3926863819216464681.png,0.0,7.0
5/cs3111266431885726543.png,1.0,4.0
5/cs2810832067991335672.png,1.0,5.0
5/cs247273569353218223.png,1.0,5.0
5/cs2800297782773024741.png,1.0,4.0
5/cs3590666012344124217.png,4.0,5.0
5/cs391655193263254494.png,0.0,8.0
5/cs3294511773575502192.png,1.0,0.0
5/cs2926923188598743723.png,4.0,8.0
5/cs3560051627078338346.png,3.0,1.0
5/cs3588867496321643541.png,2.0,5.0
5/cs3225259741253325144.png,0.0,6.0
5/cs3119576324700118844.png,0.0,3.0
5/cs2858587724265099927.png,1.0,7.0
5/cs3641178020836901428.png,2.0,0.0
5/cs2476098591312675891.png,1.0,0.0
5/cs2628460516994127126.png,0.0,10.0
5/cs349063764019576275.png,3.0,9.0
5/cs2662596686395854259.png,4.0,4.0
5/cs3123201271861337245.png,1.0,6.0
5/cs3581057267752334673.png,3.0,6.0
5/cs2786831314895264625.png,1.0,7.0
5/cs3171651404412204669.png,0.0,3.0
5/cs2743270906348635299.png,4.0,3.0
5/cs3937440189871529049.png,1.0,2.0
5/cs3109861524884752051.png,2.0,8.0
5/cs3314563709564981846.png,0.0,1.0
5/cs3909715249450743814.png,0.0,8.0
5/cs393509059549775419.png,4.0,6.0
5/cs35899657007256331.png,0.0,10.0
5/cs2632981575267618664.png,3.0,9.0
5/cs3814051925602991080.png,2.0,1.0
5/cs2928501156465068777.png,1.0,6.0
5/cs3750703482704043478.png,3.0,9.0
5/cs3948564895750922386.png,4.0,6.0
5/cs3398038297465998231.png,2.0,1.0
5/cs2617022494789141782.png,2.0,7.0
5/cs2465082771492680898.png,3.0,6.0
5/cs2823675568405547329.png,3.0,6.0
5/cs3613985289078091360.png,4.0,7.0
5/cs318652843249301391.png,0.0,6.0
5/cs3483199421763593735.png,1.0,5.0
5/cs3477522008057175123.png,3.0,9.0
5/cs2639887253635460892.png,3.0,7.0
5/cs2680572331595296079.png,1.0,5.0
5/cs3315774222379580701.png,1.0,5.0
5/cs2976379643874344057.png,4.0,9.0
5/cs3925508657842406842.png,4.0,6.0
5/cs3388791259834207410.png,1.0,9.0
5/cs2990214866259698411.png,2.0,10.0
5/cs2641740148591381683.png,3.0,1.0
5/cs319216778292214939.png,1.0,0.0
5/cs2929254084996860321.png,1.0,7.0
5/cs304989460783042163.png,1.0,4.0
5/cs2533788801050276559.png,1.0,9.0
5/cs311345722370108812.png,4.0,10.0
5/cs3078552876741817830.png,4.0,2.0
5/cs3868448805715100575.png,3.0,1.0
5/cs2827129104264967669.png,2.0,5.0
5/cs350404409563747834.png,0.0,1.0
5/cs27786750891619441.png,4.0,4.0
5/cs2743022067953232526.png,2.0,7.0
5/cs2842120359063041195.png,2.0,2.0
5/cs3527796749586097435.png,3.0,1.0
5/cs3003102720364774875.png,1.0,5.0
5/cs3096479040674657612.png,0.0,10.0
5/cs320858009178987008.png,0.0,5.0
5/cs3383178299698377776.png,1.0,4.0
5/cs3747457654062672604.png,1.0,2.0
5/cs3611200442617819928.png,3.0,2.0
5/cs30090534295311131.png,2.0,6.0
5/cs3371894875412933928.png,2.0,5.0
5/cs323957776167808298.png,3.0,4.0
5/cs3711185998207703305.png,4.0,6.0
5/cs3183786577616131421.png,3.0,4.0
5/cs3707063618022225284.png,3.0,3.0
5/cs3265281959437001197.png,1.0,8.0
5/cs3348940891421681008.png,2.0,8.0
5/cs3590583749123626026.png,1.0,6.0
5/cs3810484728114684334.png,3.0,9.0
5/cs2935089686057498938.png,0.0,7.0
5/cs3930985365619431321.png,3.0,10.0
5/cs3719937997180918467.png,2.0,10.0
5/cs3206009945641728282.png,0.0,3.0
5/cs290530526360128289.png,3.0,0.0
5/cs2699173327229202672.png,1.0,6.0
5/cs3809250649129714114.png,1.0,7.0
5/cs2455178415598170869.png,1.0,10.0
5/cs3771041460777786460.png,2.0,8.0
5/cs2860766435443486389.png,3.0,7.0
5/cs3364685099543308944.png,3.0,7.0
5/cs2455606264343257631.png,0.0,0.0
5/cs2810321329441867646.png,2.0,6.0
5/cs2641516960113438846.png,4.0,3.0
5/cs2683864628388837710.png,4.0,7.0
5/cs3557636585466613096.png,1.0,7.0
5/cs3555536559914220641.png,2.0,1.0
5/cs2901000082057782477.png,1.0,10.0
5/cs2781126692386232954.png,1.0,8.0
5/cs2933659230308287596.png,1.0,10.0
5/cs2666254607716747376.png,4.0,2.0
5/cs3155839519068011597.png,4.0,4.0
5/cs3932200918225367532.png,4.0,3.0
5/cs3201633783234759493.png,0.0,9.0
5/cs3755065071491235637.png,3.0,7.0
5/cs2854357384596100593.png,3.0,7.0
5/cs2925549362429465946.png,4.0,9.0
5/cs3574451093520828493.png,4.0,6.0
5/cs2773433548517425071.png,2.0,9.0
5/cs3606371681534782250.png,1.0,3.0
5/cs3079623555395987843.png,4.0,10.0
5/cs3244677846633065832.png,0.0,4.0
5/cs2626852883865965022.png,3.0,2.0
5/cs2939252166337810430.png,4.0,5.0
5/cs2735315397584454676.png,4.0,3.0
5/cs3866708424933731697.png,2.0,9.0
5/cs257659984524013532.png,0.0,6.0
5/cs2451988130703261888.png,2.0,3.0
5/cs3680874846440271952.png,4.0,4.0
5/cs2508056936743611271.png,3.0,7.0
5/cs3836781894982289209.png,2.0,0.0
5/cs3479922489430514952.png,0.0,6.0
5/cs3815231887489066782.png,3.0,10.0
5/cs2606159955007257070.png,0.0,5.0
5/cs2524907683770064803.png,3.0,1.0
5/cs366758561773504561.png,2.0,10.0
5/cs3675218688111059219.png,4.0,3.0
5/cs3364953926770142250.png,4.0,0.0
5/cs2733520968591282323.png,0.0,1.0
5/cs3146421298758677502.png,4.0,8.0
5/cs3180498861048720344.png,2.0,7.0
