,eye_color,face_color
cs1054853297164887286.png,1.0,2.0
cs10548562138624218415.png,2.0,4.0
cs10549129911787028770.png,0.0,5.0
cs10551125929079204722.png,0.0,6.0
cs10553739938178937160.png,2.0,2.0
cs10556264030452049331.png,3.0,4.0
cs10557763658396110369.png,2.0,9.0
cs10558532304034746738.png,3.0,7.0
cs10571400219362370178.png,0.0,10.0
cs10576399398861922266.png,1.0,4.0
cs10587243296137329521.png,1.0,10.0
cs10589684087956753424.png,0.0,3.0
cs10595931236119379013.png,0.0,8.0
cs10607581959910186979.png,3.0,8.0
cs10618262937675633478.png,1.0,5.0
cs10623462790952653639.png,2.0,10.0
cs10629691948034666972.png,1.0,10.0
cs10632996884626582608.png,0.0,1.0
cs10637468751766531718.png,0.0,6.0
cs10639626783033845732.png,4.0,7.0
cs10645686353458979331.png,1.0,10.0
cs10654910082745901532.png,1.0,9.0
cs10667329241816898123.png,4.0,8.0
cs10673276353818635031.png,4.0,8.0
cs10680253374095315918.png,3.0,3.0
cs10683225673436297452.png,2.0,5.0
cs10695756387981627019.png,2.0,8.0
cs10701899515613697877.png,4.0,4.0
cs10707232753846932949.png,4.0,5.0
cs1070988920714594740.png,0.0,1.0
cs1071100093264805170.png,4.0,0.0
cs10725252386298008750.png,0.0,9.0
cs10726981431199396011.png,3.0,4.0
cs10739487658754636564.png,4.0,9.0
cs10755748941826833799.png,2.0,2.0
cs10755957224249545546.png,1.0,6.0
cs10756219695542318383.png,3.0,7.0
cs10763700292460358745.png,4.0,6.0
cs10770596551213001720.png,2.0,1.0
cs1077733089015448286.png,3.0,6.0
cs10781723925685362636.png,3.0,0.0
cs10782900376678554551.png,4.0,6.0
cs10794442584072546574.png,4.0,6.0
cs10795393611644775054.png,2.0,0.0
cs10795801669069349469.png,3.0,3.0
cs10796678533607678181.png,1.0,4.0
cs10799592264667763491.png,3.0,5.0
cs10811824688458204814.png,2.0,5.0
cs10821471964447785420.png,0.0,6.0
cs10831145341033035895.png,3.0,6.0
cs1083214831852510488.png,3.0,0.0
cs10836747277343571275.png,3.0,6.0
cs10836824168522662069.png,4.0,10.0
cs10841313628140473967.png,0.0,2.0
cs10843296019872911324.png,1.0,0.0
cs10846659402546639582.png,0.0,9.0
cs10847736389679543123.png,3.0,6.0
cs10852586706997579463.png,4.0,8.0
cs10862815788313429037.png,4.0,10.0
cs1086847200173488084.png,3.0,6.0
cs1086904008241646635.png,3.0,10.0
cs10873672541874666908.png,3.0,5.0
cs10875490564339918028.png,4.0,6.0
cs10876603542315321085.png,4.0,0.0
cs10889563317163341844.png,3.0,7.0
cs10891729330677904673.png,2.0,8.0
cs10895257507285651986.png,1.0,5.0
cs10897559437850906582.png,3.0,9.0
cs10902608718180400798.png,2.0,5.0
cs10903498351299382223.png,4.0,6.0
cs1090521830529234986.png,1.0,1.0
cs10908817213405369511.png,3.0,9.0
cs10913434163279561554.png,1.0,8.0
cs10913948462393549490.png,2.0,4.0
cs10920844177345828900.png,1.0,3.0
cs10922008559419216364.png,3.0,0.0
cs10922238697452833340.png,2.0,2.0
cs10923860861066940883.png,0.0,2.0
cs10926014008444211863.png,4.0,7.0
cs10927414979062655465.png,4.0,0.0
cs10928467916512084182.png,4.0,6.0
cs10933624046752878546.png,2.0,9.0
cs10941952906149630969.png,2.0,0.0
cs10943550667851901184.png,1.0,7.0
cs10949640299798065728.png,2.0,9.0
cs10951844686221237463.png,1.0,10.0
cs10952180602675998559.png,0.0,6.0
cs10954550266072278179.png,3.0,9.0
cs10967952119504197840.png,4.0,9.0
cs10968514600950710418.png,2.0,6.0
cs10975821745004211256.png,4.0,7.0
cs10978056951260396807.png,0.0,9.0
cs10981084620631851430.png,0.0,8.0
cs10983713130891284012.png,2.0,6.0
cs10990372608352567180.png,0.0,6.0
cs10991130450329876937.png,1.0,9.0
cs10991375712738602939.png,2.0,0.0
cs11004737478238397269.png,2.0,0.0
cs11005211544725347874.png,1.0,2.0
cs11005908508797234209.png,3.0,3.0
cs11006604445361206275.png,2.0,3.0
cs11012094150558325574.png,4.0,2.0
cs11012554940374485914.png,0.0,3.0
cs11015420820490473444.png,1.0,5.0
cs11024818850440610674.png,0.0,9.0
cs11025611150321997935.png,4.0,3.0
cs11035613692723313812.png,0.0,4.0
cs11044373905130144981.png,0.0,10.0
cs11045797510864351682.png,3.0,10.0
cs11049620370220510644.png,0.0,1.0
cs11049669639593639868.png,4.0,3.0
cs11055974446735459699.png,1.0,5.0
cs110563931557499787.png,2.0,6.0
cs11057794727531130165.png,1.0,9.0
cs11063334255616573511.png,0.0,1.0
cs11074205042386246525.png,1.0,3.0
cs11086638452271247674.png,4.0,9.0
cs1108892072229982299.png,4.0,9.0
cs1109038577349012465.png,1.0,8.0
cs11098529735887114886.png,1.0,4.0
cs11102617946274416173.png,3.0,1.0
cs11102749666915185143.png,0.0,7.0
cs11103044199330673913.png,2.0,4.0
cs11106072120961759176.png,1.0,9.0
cs1111171891586988878.png,2.0,4.0
cs11111902858913933771.png,3.0,3.0
cs11115881846296992709.png,2.0,4.0
cs1112168892036989745.png,4.0,1.0
cs11125519583147990376.png,3.0,10.0
cs11129087551134129042.png,3.0,9.0
cs1113191746674328122.png,0.0,7.0
cs1113865476978545785.png,3.0,3.0
cs11143701097792090988.png,1.0,1.0
cs11148614335519734155.png,0.0,4.0
cs11154204335596910134.png,0.0,6.0
cs11171781168471737646.png,0.0,4.0
cs11173001461653885566.png,3.0,0.0
cs11181323143512404358.png,2.0,10.0
cs11182753918741163335.png,2.0,4.0
cs11185194870946741452.png,3.0,5.0
cs11188104994788125027.png,1.0,0.0
cs11189295765862756494.png,4.0,3.0
cs1119228376718142899.png,1.0,2.0
cs11193360582897282341.png,2.0,4.0
cs11194529339394401190.png,2.0,9.0
cs1120174167339859194.png,0.0,9.0
cs1120278830043481410.png,0.0,2.0
cs11210294313075504512.png,1.0,6.0
cs1121769265894562291.png,3.0,5.0
cs11217991384443998747.png,4.0,5.0
cs11220483102729291205.png,3.0,5.0
cs11229559246772938740.png,0.0,5.0
cs11242526111567077236.png,2.0,8.0
cs11246610187786262289.png,0.0,10.0
cs11248902977982759357.png,1.0,0.0
cs11249726306615539106.png,1.0,9.0
cs11250038519402918439.png,0.0,8.0
cs11255879907921588823.png,0.0,6.0
cs11268459356179945181.png,1.0,10.0
cs11271831392534990342.png,1.0,4.0
cs11272517631141127705.png,1.0,4.0
cs11273535155368026043.png,2.0,5.0
cs11275576969936820599.png,0.0,0.0
cs11278306749977061289.png,2.0,10.0
cs11280167671666325045.png,1.0,5.0
cs1128821350625501841.png,4.0,8.0
cs11295891417327390019.png,0.0,2.0
cs11296586281054338620.png,2.0,6.0
cs11298504914047200105.png,0.0,8.0
cs11307568082960365106.png,3.0,6.0
cs11309067744086344965.png,4.0,4.0
cs11309092096559583311.png,4.0,9.0
cs11311024499817361746.png,2.0,10.0
cs11311523075987159805.png,1.0,0.0
cs1131725788118443835.png,1.0,7.0
cs11323038885848186236.png,2.0,9.0
cs1133071368365491633.png,2.0,5.0
cs11331328511707494140.png,4.0,10.0
cs11339010692416542130.png,1.0,6.0
cs11344100798373128765.png,1.0,8.0
cs11347727166713111917.png,4.0,4.0
cs11352020560109389084.png,3.0,3.0
cs11352248902178951180.png,1.0,5.0
cs11356527627720120968.png,0.0,5.0
cs11358792261339528681.png,3.0,4.0
cs11359530262540163353.png,3.0,3.0
cs11364532482608202567.png,0.0,4.0
cs11371496047779617821.png,2.0,0.0
cs11373832365493633815.png,4.0,4.0
cs11375601407228935463.png,4.0,10.0
cs11380733986482000965.png,0.0,6.0
cs11381518946072083552.png,2.0,0.0
cs11389536858453195941.png,0.0,2.0
cs11390051616418250775.png,2.0,0.0
cs11399903483459984103.png,3.0,10.0
cs11400812584763119759.png,1.0,10.0
cs11407031546016503053.png,2.0,3.0
cs11408370451354379445.png,1.0,7.0
cs11409208172909087186.png,0.0,2.0
cs11414195211075446167.png,4.0,9.0
cs11415290054199174387.png,4.0,2.0
cs11434400625356399028.png,3.0,7.0
cs11435399459240923534.png,4.0,6.0
cs11436599791036357160.png,0.0,3.0
cs11440555227955789021.png,0.0,5.0
cs11441881441780491360.png,2.0,3.0
cs11444916782260939776.png,1.0,5.0
cs11448917844015282436.png,0.0,6.0
cs11449749967730301186.png,3.0,4.0
cs1145188285733179867.png,4.0,1.0
cs11455375932596200182.png,0.0,9.0
cs11455432320285845476.png,2.0,3.0
cs11462160607692108265.png,0.0,8.0
cs11466684902457492938.png,3.0,5.0
cs11468978049541873603.png,2.0,5.0
cs11475251377689247033.png,1.0,8.0
cs11475992843722498574.png,2.0,3.0
cs11476845939292936282.png,2.0,6.0
cs11478317264673732841.png,3.0,5.0
cs11483916748356159972.png,3.0,7.0
cs11491016944486648525.png,3.0,0.0
cs11493511398876547269.png,1.0,2.0
